,Title,Geek Rating,Link,Min Player No.,Max Player No.,Weight,Designers,Categories,Mechanics,Reimplements,Reimplemented by
9498,Legends of the Three Kingdoms,5.559,https://boardgamegeek.com/boardgame/35188/legends-three-kingdoms,2.0,1.0,2.22,['KayaK'],"['Ancient', 'Bluffing', 'Card Game', 'Civil War', 'Fighting', 'Novel-based']","['Hand Management', 'Role Playing', 'Team-Based Game', 'Variable Player Powers']",[],"['Killer of Pirates (2016)', 'Killer of Tokyo Ghoul (2016)', ""San Guo Sha: Beginner's Edition (2008)"", 'San Guo Sha: Kingdom Wars (2012)', 'San Guo Sha: Trial Edition (2010)']"
9499,Austerlitz 20,5.559,https://boardgamegeek.com/boardgame/43332/austerlitz-20,2.0,2.0,2.0,['Kim Meints'],"['Napoleonic', 'Wargame']",['Hexagon Grid'],[],[]
9500,Piratas!,5.559,https://boardgamegeek.com/boardgame/188997/piratas,2.0,6.0,1.0,"['Pedro Sales', 'Renato Simões']","['Card Game', 'Party Game', 'Pirates']","['Hand Management', 'Take That']",[],['Piratas! (3ª Edição) (2020)']
9501,Danger 13,5.559,https://boardgamegeek.com/boardgame/27363/danger-13,2.0,5.0,1.23,['Rüdiger Dorn'],['Card Game'],[],[],[]
9502,Alien 51: El ascensor,5.559,https://boardgamegeek.com/boardgame/285203/alien-51-el-ascensor,1.0,4.0,1.5,"['Lorena Gestido', 'Javier Martínez Gómez']","['Card Game', 'Dice']",[],[],[]
9503,Klickado,5.559,https://boardgamegeek.com/boardgame/39095/klickado,1.0,5.0,1.0,['Christian Sovis'],"['Action / Dexterity', ""Children's Game""]",[],[],['Catch a Falling Star (2011)']
9504,Triangoli,5.559,https://boardgamegeek.com/boardgame/237088/triangoli,2.0,2.0,2.5,['Klaus-Peter Rudolf'],['Abstract Strategy'],"['Area Majority / Influence', 'Point to Point Movement']",[],[]
9505,Trenchzone,5.559,https://boardgamegeek.com/boardgame/68387/trenchzone,2.0,2.0,2.0,['Glen Kehoe'],"['Wargame', 'World War I']","['Area Movement', 'Campaign / Battle Card Driven', 'Card Drafting', 'Dice Rolling']",[],[]
9506,Cartoon Network Fluxx,5.559,https://boardgamegeek.com/boardgame/160814/cartoon-network-fluxx,2.0,6.0,1.46,['Andrew Looney'],"['Card Game', 'Movies / TV / Radio theme']",['Hand Management'],['Fluxx (1997)'],[]
9507,Geek Out! Masters,5.559,https://boardgamegeek.com/boardgame/225569/geek-out-masters,1.0,4.0,1.25,['Matias Saravia'],['Dice'],"['Dice Rolling', 'Push Your Luck']",[],[]
9508,Atak Zombie,5.559,https://boardgamegeek.com/boardgame/170344/atak-zombie,2.0,4.0,2.69,['Piotr Pieńkowski'],"['Fighting', 'Zombies']","['Card Drafting', 'Player Elimination', 'Worker Placement']",[],[]
9509,Frag,5.559,https://boardgamegeek.com/boardgame/2025/frag,2.0,6.0,1.76,"['Russell Godwin', 'Philip Reed']","['Fighting', 'Science Fiction', 'Video Game Theme']",['Dice Rolling'],[],"['Dork Frag (2004)', 'Frag Deadlands (2001)']"
9510,La Grande Armée: The Campaigns of Napoleon in Central Europe,5.559,https://boardgamegeek.com/boardgame/9077/la-grande-armee-campaigns-napoleon-central-europe,1.0,2.0,2.74,['John Young'],"['Napoleonic', 'Wargame']","['Dice Rolling', 'Hexagon Grid', 'Ratio / Combat Results Table']",[],[]
9511,Oak & Iron: Core Box,5.559,https://boardgamegeek.com/boardgame/262534/oak-iron-core-box,2.0,2.0,2.67,['Mike Tunez'],"['Age of Reason', 'Miniatures', 'Nautical', 'Pirates', 'Wargame']","['Action Queue', 'Dice Rolling', 'Measurement Movement', 'Player Elimination', 'Simultaneous Action Selection', 'Team-Based Game', 'Variable Player Powers']",[],[]
9512,World of Draghan: Sneaky Ol' Dragons,5.559,https://boardgamegeek.com/boardgame/285208/world-draghan-sneaky-ol-dragons,2.0,6.0,2.0,"[""Lee D'Arcy""]","['Card Game', 'Fantasy', 'Medieval', 'Racing']","['Action Queue', 'Card Drafting', 'Take That']",[],[]
9513,"Wolfpack: Submarine Warfare in the North Atlantic, 1942-44",5.559,https://boardgamegeek.com/boardgame/6946/wolfpack-submarine-warfare-north-atlantic-1942-44,1.0,1.0,2.54,['Jim Dunnigan'],"['Nautical', 'Wargame', 'World War II']","['Dice Rolling', 'Hexagon Grid', 'Simulation', 'Solo / Solitaire Game']",[],[]
9514,"Redvers' Reverse: The Battle of Colenso, 1899",5.559,https://boardgamegeek.com/boardgame/29375/redvers-reverse-battle-colenso-1899,1.0,1.0,3.0,"['Geoff Noble', 'Godfrey Bailey']","['Post-Napoleonic', 'Wargame']","['Area Majority / Influence', 'Area Movement', 'Dice Rolling', 'Events', 'Movement Points', 'Secret Unit Deployment', 'Simulation', 'Solo / Solitaire Game', 'Variable Set-up']",[],[]
9515,Funky Chicken,5.559,https://boardgamegeek.com/boardgame/246693/funky-chicken,3.0,6.0,0.0,"['Ken Gruhl', 'Satish Pillalamarri', 'Quentin Weir']","['Animals', ""Children's Game"", 'Party Game', 'Real-time']",['Simultaneous Action Selection'],[],[]
9516,Mutants and Death Ray Guns,5.559,https://boardgamegeek.com/boardgame/35425/mutants-and-death-ray-guns,2.0,6.0,2.75,['Andrea Sfiligoi'],"['Miniatures', 'Print & Play', 'Science Fiction', 'Wargame']","['Action Points', 'Dice Rolling', 'Variable Player Powers']",[],[]
9517,The Last King of Scotland: The Uganda-Tanzania War 1978-1979,5.559,https://boardgamegeek.com/boardgame/94615/last-king-scotland-uganda-tanzania-war-1978-1979,1.0,2.0,2.18,['Dennis Bishop'],"['Modern Warfare', 'Wargame']","['Dice Rolling', 'Hexagon Grid']",[],[]
9518,The Fall Of The Third Reich,5.559,https://boardgamegeek.com/boardgame/209863/fall-third-reich,1.0,4.0,3.13,['Ted Raicer'],"['Wargame', 'World War II']","['Dice Rolling', 'Grid Movement', 'Hexagon Grid', 'Ratio / Combat Results Table', 'Variable Set-up']",[],[]
9519,Dungeon Solitaire: Labyrinth of Souls,5.559,https://boardgamegeek.com/boardgame/189663/dungeon-solitaire-labyrinth-souls,1.0,2.0,1.8,['Matthew Lowes'],['Card Game'],['Solo / Solitaire Game'],['Dungeon Solitaire: Tomb of the Four Kings (2015)'],[]
9520,Tori,5.559,https://boardgamegeek.com/boardgame/72083/tori,2.0,4.0,2.67,['Kimmo Sorsamo'],[],"['Hand Management', 'Simulation', 'Tile Placement']",[],['Kairo (2012)']
9521,Corona de Hierro,5.559,https://boardgamegeek.com/boardgame/223454/corona-de-hierro,3.0,5.0,2.67,['Franco Tóffoli'],['Medieval'],"['Dice Rolling', 'Hand Management', 'Point to Point Movement', 'Set Collection']",[],[]
9522,Fortune City,5.558,https://boardgamegeek.com/boardgame/254135/fortune-city,2.0,4.0,2.0,['Chih-Fan Chen'],['City Building'],"['Network and Route Building', 'Tile Placement']",[],[]
9523,Big Money,5.558,https://boardgamegeek.com/boardgame/247188/big-money,2.0,5.0,1.0,['Prospero Hall'],"['Dice', 'Economic']","['Dice Rolling', 'Set Collection']",[],[]
9524,1831,5.558,https://boardgamegeek.com/boardgame/22600/1831,3.0,1.0,4.4,['Carl M. Burger'],['Trains'],"['Network and Route Building', 'Stock Holding', 'Tile Placement']",[],[]
9525,You Robot,5.558,https://boardgamegeek.com/boardgame/41054/you-robot,4.0,1.0,1.25,['Alain Rivollet'],"['Card Game', 'Party Game', 'Real-time', 'Science Fiction']","['Acting', 'Team-Based Game']",[],[]
9526,Wayfinder,5.558,https://boardgamegeek.com/boardgame/23284/wayfinder,1.0,4.0,2.84,['Benjamin Corliss'],['Abstract Strategy'],['Mancala'],[],[]
9527,Black Seas,5.558,https://boardgamegeek.com/boardgame/288317/black-seas,2.0,1.0,3.43,['Gabrio Tolentino'],"['American Revolutionary War', 'Miniatures', 'Napoleonic', 'Nautical', 'Wargame']","['Dice Rolling', 'Measurement Movement', 'Scenario / Mission / Campaign Game', 'Simulation']",[],['Armada: Two Player Starter Set (2020)']
9528,The Three Days of Gettysburg (Second Edition),5.558,https://boardgamegeek.com/boardgame/9104/three-days-gettysburg-second-edition,2.0,2.0,4.14,['Richard H. Berg'],"['American Civil War', 'Wargame']","['Chit-Pull System', 'Dice Rolling', 'Hexagon Grid', 'Simulation']",['The Three Days Of Gettysburg (1995)'],['Three Days of Gettysburg (Third Edition) (2004)']
9529,The Ninth World: A Skillbuilding Game for Numenera,5.558,https://boardgamegeek.com/boardgame/189154/ninth-world-skillbuilding-game-numenera,1.0,5.0,2.71,"['Paul Peterson', 'Boyan Radakovich', 'Mike Selinker']",['Science Fiction'],"['Auction/Bidding', 'Cooperative Game', 'Hand Management', 'Variable Player Powers']",[],[]
9530,Mana,5.558,https://boardgamegeek.com/boardgame/21703/mana,2.0,2.0,2.11,['Claude Leroy'],['Abstract Strategy'],['Grid Movement'],[],[]
9531,Ladrillazo,5.558,https://boardgamegeek.com/boardgame/244433/ladrillazo,1.0,6.0,2.0,"['Francisco Fernández', 'Alejandro Pérez']","['Economic', 'Negotiation', 'Political']",['Card Drafting'],[],[]
9532,Rayguns and Rocketships,5.558,https://boardgamegeek.com/boardgame/164147/rayguns-and-rocketships,2.0,4.0,2.2,['Scott Rogers (II)'],"['Dice', 'Fighting', 'Miniatures', 'Science Fiction']","['Action Points', 'Action Queue', 'Deck, Bag, and Pool Building', 'Dice Rolling', 'Passed Action Token', 'Push Your Luck', 'Variable Player Powers']",[],['Rayguns and Rocketships: Pocket Galaxy (2020)']
9533,Tal der Abenteuer: Die Schatzsuche im Himalaja,5.558,https://boardgamegeek.com/boardgame/25142/tal-der-abenteuer-die-schatzsuche-im-himalaja,2.0,4.0,1.6,['Reiner Knizia'],"['Adventure', 'Travel']","['Hand Management', 'Set Collection']",[],[]
9534,Fado: Duetos e Desgarradas,5.558,https://boardgamegeek.com/boardgame/256381/fado-duetos-e-desgarradas,2.0,4.0,1.67,['Ricardo Jorge Gomes'],"['Card Game', 'Real-time']","['Card Drafting', 'Hand Management', 'Set Collection']",[],[]
9535,Lasalle,5.558,https://boardgamegeek.com/boardgame/63951/lasalle,2.0,6.0,2.64,['Sam A. Mustafa'],"['Book', 'Miniatures', 'Napoleonic', 'Wargame']","['Dice Rolling', 'Measurement Movement', 'Simulation']",[],[]
9536,Im Zeichen des Kreuzes,5.558,https://boardgamegeek.com/boardgame/1300/im-zeichen-des-kreuzes,2.0,5.0,2.22,"['Ronald Hofstätter', 'Philipp Hugelmann']","['Medieval', 'Travel']","['Area Movement', 'Cube Tower']",[],[]
9537,Up And Down,5.558,https://boardgamegeek.com/boardgame/16149/and-down,2.0,6.0,1.77,['Gunter Baars'],"['Animals', ""Children's Game"", 'Memory']",['Memory'],[],[]
9538,Deranged,5.558,https://boardgamegeek.com/boardgame/274566/deranged,3.0,6.0,3.1,['German Tikhomirov'],"['Adventure', 'Horror', 'Miniatures']","['Area Movement', 'Deck, Bag, and Pool Building', 'Modular Board', 'Traitor Game', 'Variable Player Powers']",[],[]
9539,Jerusalem,5.558,https://boardgamegeek.com/boardgame/4011/jerusalem,2.0,2.0,2.6,['John Hill (I)'],"['Modern Warfare', 'Wargame']","['Dice Rolling', 'Grid Movement', 'Hexagon Grid', 'Movement Points', 'Simulation']",[],[]
9540,Drachen Wurf,5.558,https://boardgamegeek.com/boardgame/34696/drachen-wurf,2.0,6.0,1.19,['Wolfgang Panning'],"['Dice', 'Fantasy']","['Dice Rolling', 'Re-rolling and Locking', 'Set Collection']",[],[]
9541,Command Decision 2nd Edition,5.558,https://boardgamegeek.com/boardgame/6700/command-decision-2nd-edition,2.0,2.0,4.14,['Frank Chadwick'],"['Miniatures', 'Modern Warfare', 'Wargame', 'World War II']","['Secret Unit Deployment', 'Simultaneous Action Selection']",['Command Decision (1986)'],['Command Decision III (1998)']
9542,"The Army of the Heartland: The Army of Tennessee's Campaigns, 1861-1863",5.558,https://boardgamegeek.com/boardgame/12699/army-heartland-army-tennessees-campaigns-1861-1863,2.0,2.0,3.7,['John Prados'],"['American Civil War', 'Post-Napoleonic', 'Wargame']","['Dice Rolling', 'Hexagon Grid']",[],[]
9543,Haithabu,5.558,https://boardgamegeek.com/boardgame/169795/haithabu,2.0,4.0,3.54,"['Wolfgang Heidenheim', 'Andreas Molter']",['Economic'],"['Pick-up and Deliver', 'Trading', 'Worker Placement']",[],[]
9544,Decipher,5.558,https://boardgamegeek.com/boardgame/285570/decipher,2.0,4.0,1.25,"['Bill Eberle', 'Peter Olotka', 'Greg Olotka']","['Deduction', 'Word Game']",[],['Runes (1981)'],[]
9545,I Am Spartacus!,5.558,https://boardgamegeek.com/boardgame/6045/i-am-spartacus,2.0,2.0,2.5,['Mike Markowitz'],"['Ancient', 'Wargame']","['Area Movement', 'Simulation']",[],[]
9546,Battleground Fantasy Warfare: Elves of Ravenwood,5.558,https://boardgamegeek.com/boardgame/49396/battleground-fantasy-warfare-elves-ravenwood,2.0,2.0,2.8,"['Robert Dougherty', 'Chad Ellis']","['Card Game', 'Dice', 'Fantasy', 'Wargame']",['Variable Phase Order'],[],[]
9547,Battlegroup: Rule Book,5.558,https://boardgamegeek.com/boardgame/159160/battlegroup-rule-book,2.0,2.0,3.2,['Warwick Kinrade'],"['Book', 'Miniatures', 'Wargame', 'World War II']","['Action Points', 'Dice Rolling', 'Line of Sight', 'Simulation', 'Variable Player Powers']",[],['Battlegroup: Kursk (2012)']
9548,Mount Drago,5.558,https://boardgamegeek.com/boardgame/89918/mount-drago,2.0,5.0,1.83,['Leo Colovini'],['Fantasy'],['Hand Management'],[],[]
9549,Stonehenge,5.558,https://boardgamegeek.com/boardgame/183/stonehenge,2.0,2.0,1.86,['Reiner Knizia'],['Abstract Strategy'],['Area Majority / Influence'],['Linea (1992)'],[]
9550,Stage II,5.558,https://boardgamegeek.com/boardgame/3568/stage-ii,2.0,2.0,1.91,['(Uncredited)'],"['Deduction', 'Party Game', 'Trivia']",['Betting and Bluffing'],[],[]
9551,Gorbachev: The Fall of Communism,5.558,https://boardgamegeek.com/boardgame/252579/gorbachev-fall-communism,1.0,1.0,2.0,"['Wes Erni', 'Ben Madison', 'Stefan Nellen']","['Card Game', 'Educational', 'Modern Warfare', 'Political']","['Area Majority / Influence', 'Area Movement', 'Dice Rolling', 'Simulation', 'Solo / Solitaire Game']",[],[]
9552,Humans!!!,5.558,https://boardgamegeek.com/boardgame/33040/humans,2.0,6.0,1.96,"['Todd Breitenstein', 'Kerry Breitenstein']","['Fighting', 'Horror', 'Humor', 'Zombies']","['Hand Management', 'Tile Placement', 'Variable Player Powers']",[],[]
9553,Regnum Angelica,5.558,https://boardgamegeek.com/boardgame/148375/regnum-angelica,2.0,2.0,2.45,"['Casey Willett', 'Aaron Yung']","['Card Game', 'Print & Play']","['Hand Management', 'Rock-Paper-Scissors', 'Variable Player Powers']",[],[]
9554,Sevilla 1503,5.558,https://boardgamegeek.com/boardgame/249882/sevilla-1503,2.0,5.0,2.0,"['Christian V. Tunn Cabrera', 'J. A. Ramírez']","['Card Game', 'Nautical', 'Renaissance']","['Auction/Bidding', 'Set Collection']",[],[]
9555,The Phantom: The Card Game,5.558,https://boardgamegeek.com/boardgame/277469/phantom-card-game,1.0,2.0,2.25,['Mikael Lyck'],"['Adventure', 'Card Game', 'Comic Book / Strip']","['Card Play Conflict Resolution', 'Cooperative Game', 'Hand Management', 'Solo / Solitaire Game']",[],[]
9556,Ursa Miner,5.558,https://boardgamegeek.com/boardgame/226006/ursa-miner,2.0,4.0,1.6,"['Michael Batista', 'Eli Kosminsky']",['Animals'],"['Grid Movement', 'Modular Board']",[],[]
9557,The Battle of Five Armies,5.558,https://boardgamegeek.com/boardgame/2775/battle-five-armies,2.0,2.0,2.73,['Rick Britton'],"['Fantasy', 'Novel-based', 'Wargame']","['Chit-Pull System', 'Hexagon Grid']",[],[]
9558,Me Want Cookies!,5.558,https://boardgamegeek.com/boardgame/179794/me-want-cookies,2.0,5.0,1.1,['Roberto Fraga'],"['Card Game', ""Children's Game"", 'Real-time']",['Pattern Recognition'],['At Full Throttle (2009)'],[]
9559,El Mortal,5.558,https://boardgamegeek.com/boardgame/241760/el-mortal,2.0,6.0,1.6,['Víctor Manuel Hernández Román'],"['Card Game', 'Humor']",['Take That'],[],[]
9560,The Great War in the Near East,5.558,https://boardgamegeek.com/boardgame/11978/great-war-near-east,2.0,2.0,3.15,['Ted Raicer'],"['Wargame', 'World War I']",['Hexagon Grid'],[],['The Great War in Europe: Deluxe Edition (2007)']
9561,Boochie,5.558,https://boardgamegeek.com/boardgame/38680/boochie,2.0,4.0,1.0,['Forrest-Pruzan Creative'],['Action / Dexterity'],[],[],[]
9562,Burrows and Badgers: A Skirmish Game of Anthropomorphic Animals,5.558,https://boardgamegeek.com/boardgame/204680/burrows-and-badgers-skirmish-game-anthropomorphic,2.0,2.0,3.0,['Michael Lovejoy'],"['Animals', 'Book', 'Fantasy', 'Miniatures', 'Wargame']","['Dice Rolling', 'Line of Sight', 'Measurement Movement']",[],[]
9563,Operation Market Garden: Descent Into Hell,5.558,https://boardgamegeek.com/boardgame/6813/operation-market-garden-descent-hell,2.0,2.0,3.04,['Frank Chadwick'],"['Wargame', 'World War II']","['Dice Rolling', 'Events', 'Grid Movement', 'Hexagon Grid', 'Hidden Movement', 'Movement Points', 'Ratio / Combat Results Table', 'Secret Unit Deployment', 'Simulation', 'Zone of Control']",[],[]
9564,Thornwatch,5.558,https://boardgamegeek.com/boardgame/159011/thornwatch,3.0,6.0,2.33,"['Chad Brown', 'Jerry Holkins', 'Mike Krahulik', 'Mike Selinker', 'Rodney Thompson']","['Card Game', 'Comic Book / Strip', 'Fantasy']","['Modular Board', 'Role Playing', 'Team-Based Game', 'Variable Player Powers']",[],[]
9565,Maus au Chocolat,5.558,https://boardgamegeek.com/boardgame/55315/maus-au-chocolat,2.0,6.0,1.3,"['Christian Fiore', 'Knut Happel']",['Card Game'],"['Set Collection', 'Variable Player Powers']",[],[]
9566,Off Your Rocker,5.558,https://boardgamegeek.com/boardgame/120814/your-rocker,4.0,1.0,1.14,['Chris James (I)'],"['Deduction', 'Party Game']","['Acting', 'Voting']",[],[]
9567,Nightmare,5.558,https://boardgamegeek.com/boardgame/5641/nightmare,3.0,6.0,1.8,['Phillip Tanner'],"['Adventure', 'Dice', 'Horror', 'Party Game']","['Dice Rolling', 'Elapsed Real Time Ending', 'Roll / Spin and Move']",[],[]
9568,The Battle of Adobe Walls,5.558,https://boardgamegeek.com/boardgame/29376/battle-adobe-walls,2.0,2.0,2.7,['Michael Taylor (I)'],"['American Indian Wars', 'American West', 'Post-Napoleonic', 'Wargame']","['Dice Rolling', 'Grid Movement', 'Hexagon Grid', 'Line of Sight', 'Movement Points', 'Ratio / Combat Results Table', 'Scenario / Mission / Campaign Game', 'Simulation', 'Variable Set-up', 'Zone of Control']",[],[]
9569,King,5.558,https://boardgamegeek.com/boardgame/11581/king,4.0,4.0,2.0,['(Uncredited)'],['Card Game'],['Trick-taking'],[],[]
9570,Bunte Runde,5.558,https://boardgamegeek.com/boardgame/20122/bunte-runde,2.0,6.0,1.17,['Reiner Knizia'],"['Abstract Strategy', ""Children's Game""]","['Rondel', 'Set Collection']",[],[]
9571,1940,5.558,https://boardgamegeek.com/boardgame/6918/1940,2.0,2.0,2.38,['Frank Chadwick'],"['Wargame', 'World War II']","['Dice Rolling', 'Grid Movement', 'Hexagon Grid', 'Ratio / Combat Results Table', 'Simulation']",[],[]
9572,18Africa,5.558,https://boardgamegeek.com/boardgame/158589/18africa,2.0,7.0,3.86,['Jeff Edmunds (II)'],"['Economic', 'Print & Play', 'Trains']","['Stock Holding', 'Tile Placement']",[],[]
9573,"Kursk, South Flank: A Panzer Grenadier Game",5.558,https://boardgamegeek.com/boardgame/39426/kursk-south-flank-panzer-grenadier-game,2.0,2.0,3.0,"['Michael Bennighof', 'Mike Perryman']","['Wargame', 'World War II']",['Hexagon Grid'],[],[]
9574,"Caesar's War: The Conquest of Gaul, 58-52 BC",5.558,https://boardgamegeek.com/boardgame/129309/caesars-war-conquest-gaul-58-52-bc,2.0,2.0,1.46,['Joseph Miranda'],"['Ancient', 'Wargame']",[],[],[]
9575,Morelli,5.558,https://boardgamegeek.com/boardgame/103830/morelli,2.0,2.0,3.5,['Richard Moxham'],['Abstract Strategy'],"['Grid Movement', 'Pattern Building']",[],[]
9576,Antiquity Quest,5.558,https://boardgamegeek.com/boardgame/286559/antiquity-quest,2.0,8.0,1.0,"['Harrison Beck', 'Jessica Beck']","['Ancient', 'Card Game', 'Civilization']","['Hand Management', 'Set Collection']",[],[]
9577,VOR: The Maelstrom,5.558,https://boardgamegeek.com/boardgame/4977/vor-maelstrom,2.0,1.0,2.83,['Mike Nielsen'],"['Adventure', 'Miniatures', 'Science Fiction', 'Wargame']","['Action Points', 'Secret Unit Deployment']",[],[]
9578,Tales & Games: Little Red Riding Hood,5.558,https://boardgamegeek.com/boardgame/173074/tales-games-little-red-riding-hood,1.0,5.0,1.23,['Annick Lobet'],"['Bluffing', ""Children's Game""]","['Cooperative Game', 'Push Your Luck', 'Variable Player Powers']",[],[]
9579,I Am the Fourth Wall,5.558,https://boardgamegeek.com/boardgame/247294/i-am-fourth-wall,1.0,7.0,2.63,['Damien Schneider'],"['Card Game', 'Horror']","['Action Points', 'Hand Management', 'Team-Based Game', 'Variable Player Powers']",[],[]
9580,Cabale,5.558,https://boardgamegeek.com/boardgame/687/cabale,2.0,4.0,2.5,['Roland Siegers'],['Abstract Strategy'],[],['Winkeladvokat (1986)'],[]
9581,No Motherland Without: North Korea in Crisis and Cold War,5.558,https://boardgamegeek.com/boardgame/242292/no-motherland-without-north-korea-crisis-and-cold,1.0,2.0,3.0,['Daniel Bullock'],"['Modern Warfare', 'Political', 'Wargame']","['Campaign / Battle Card Driven', 'Dice Rolling', 'Hand Management', 'Network and Route Building', 'Simulation']",[],[]
9582,Waldmeister,5.558,https://boardgamegeek.com/boardgame/2095/waldmeister,2.0,4.0,2.33,['Andreas Seyfarth'],['Environmental'],"['Auction/Bidding', 'Tile Placement']",[],[]
9583,Fist of Dragonstones: The Tavern Edition,5.558,https://boardgamegeek.com/boardgame/247963/fist-dragonstones-tavern-edition,3.0,6.0,2.0,"['Bruno Faidutti', 'Michael Schacht']","['Bluffing', 'Fantasy', 'Medieval']","['Auction/Bidding', 'Set Collection']",['Fist of Dragonstones (2002)'],[]
9584,Hero's Journey Home,5.558,https://boardgamegeek.com/boardgame/171124/heros-journey-home,1.0,3.0,2.67,['Graham Cranfield'],"['Adventure', 'Card Game', 'Fantasy']","['Dice Rolling', 'Hand Management', 'Variable Player Powers']",[],[]
9585,Infection Express,5.558,https://boardgamegeek.com/boardgame/57139/infection-express,1.0,2.0,1.7,['Andy Oakey'],"['Dice', 'Environmental', 'Medical', 'Print & Play']","['Cooperative Game', 'Dice Rolling']",[],['Infection Express: Secondary Infection (2011)']
9586,Dream Cruise,5.558,https://boardgamegeek.com/boardgame/302914/dream-cruise,1.0,4.0,2.0,"['Malte Kischkel', 'Moritz Schuster']","['Card Game', 'Travel']","['Card Drafting', 'Hand Management', 'Modular Board', 'Solo / Solitaire Game']",[],[]
9587,Pathogenesis (Second Edition),5.558,https://boardgamegeek.com/boardgame/263312/pathogenesis-second-edition,1.0,4.0,2.5,"['Loren Cunningham', 'Jamie Cunningham']","['Card Game', 'Educational', 'Medical']","['Card Drafting', 'Cooperative Game', 'Deck, Bag, and Pool Building', 'Team-Based Game']",['Pathogenesis (2017)'],[]
9588,Envyra,5.558,https://boardgamegeek.com/boardgame/220258/envyra,2.0,4.0,2.0,['Rudy Priecinsky'],"['Abstract Strategy', 'Bluffing', 'Card Game', 'Deduction', 'Environmental']","['Area Majority / Influence', 'Set Collection', 'Simultaneous Action Selection']",[],[]
9589,Title Bout 2,5.558,https://boardgamegeek.com/boardgame/250822/title-bout-2,1.0,2.0,2.67,['James Trunzo'],['Sports'],['Simulation'],['Title Bout (1979)'],[]
9590,Smokejumpers,5.558,https://boardgamegeek.com/boardgame/3807/smokejumpers,1.0,1.0,2.33,['Kerry Anderson'],[],"['Enclosure', 'Hexagon Grid', 'Simulation', 'Solo / Solitaire Game']",[],[]
9591,Nuevo Mundo,5.558,https://boardgamegeek.com/boardgame/163798/nuevo-mundo,2.0,5.0,2.2,['Luis Fernando Marcantoni'],"['Exploration', 'Nautical', 'Territory Building']","['Area Majority / Influence', 'Dice Rolling', 'Modular Board', 'Rock-Paper-Scissors', 'Set Collection']",[],[]
9592,Jenga: Donkey Kong Collector's Edition,5.558,https://boardgamegeek.com/boardgame/37931/jenga-donkey-kong-collectors-edition,1.0,4.0,1.2,['(Uncredited)'],"['Action / Dexterity', 'Party Game', 'Video Game Theme']",[],[],[]
9593,Objective Moscow: The Death of Soviet Communism,5.558,https://boardgamegeek.com/boardgame/6270/objective-moscow-death-soviet-communism,1.0,3.0,4.0,"['Joe Angiolillo', 'Philip S. Kosnett']","['Fighting', 'Modern Warfare', 'Political', 'Wargame']","['Hexagon Grid', 'Simulation']",[],[]
9594,War for Edaðh,5.558,https://boardgamegeek.com/boardgame/38400/war-edadh,1.0,4.0,3.24,"['Lloyd Ash Pyne', 'Nigel Pyne']","['Card Game', 'Fantasy', 'Fighting', 'Wargame']","['Card Drafting', 'Hand Management']",[],[]
9595,Across the Pacific,5.558,https://boardgamegeek.com/boardgame/16466/across-pacific,2.0,2.0,3.31,['Michael Myers'],"['Nautical', 'Wargame', 'World War II']","['Chit-Pull System', 'Dice Rolling', 'Hexagon Grid', 'Ratio / Combat Results Table', 'Simulation']",[],[]
9596,10 Negritos,5.558,https://boardgamegeek.com/boardgame/150138/10-negritos,1.0,6.0,2.41,"['Fernando Chavarria', 'Judit Hurtado']","['Deduction', 'Movies / TV / Radio theme', 'Murder/Mystery', 'Novel-based']","['Area Movement', 'Cooperative Game', 'Simultaneous Action Selection', 'Time Track']",[],[]
9597,Autumn Harvest: A Tea Dragon Society Game,5.558,https://boardgamegeek.com/boardgame/315138/autumn-harvest-tea-dragon-society-game,2.0,4.0,1.33,"['Steve Ellis (II)', 'Tyler Tinsley']","['Comic Book / Strip', 'Fantasy']","['Deck, Bag, and Pool Building']",[],[]
9598,Dragon Boats of the Four Seas,5.558,https://boardgamegeek.com/boardgame/258287/dragon-boats-four-seas,2.0,4.0,2.5,['Michael Schacht'],"['Ancient', 'Exploration', 'Territory Building']","['Action Points', 'Area Majority / Influence', 'Area Movement', 'Auction/Bidding', 'Set Collection']",['Felinia (2010)'],[]
9599,Emu Ranchers,5.558,https://boardgamegeek.com/boardgame/39704/emu-ranchers,2.0,2.0,1.57,['P. D. Magnus'],"['Card Game', 'Print & Play']","['Hand Management', 'Set Collection']",[],[]
9600,Minion Hunter,5.558,https://boardgamegeek.com/boardgame/679/minion-hunter,1.0,6.0,1.88,['Lester Smith'],"['Horror', 'Science Fiction']","['Action Points', 'Cooperative Game', 'Variable Player Powers']",[],[]
9601,Xactika,5.557,https://boardgamegeek.com/boardgame/4816/xactika,2.0,1.0,1.98,"['R. E. Falco', 'Marsha J. Falco']",['Card Game'],['Trick-taking'],[],[]
9602,Ambar,5.557,https://boardgamegeek.com/boardgame/255680/ambar,2.0,4.0,2.0,['Alberto Cano'],"['Card Game', 'Medieval']","['Action Points', 'Push Your Luck']",[],[]
9603,Conan Collectible Card Game,5.557,https://boardgamegeek.com/boardgame/23387/conan-collectible-card-game,2.0,9.0,2.72,['Jason Robinette'],"['Adventure', 'Card Game', 'Collectible Components', 'Fantasy', 'Fighting', 'Mythology']",[],[],['Hiboria (2013)']
