,Title,Geek Rating,Link,Min Player No.,Max Player No.,Weight,Designers,Categories,Mechanics,Reimplements,Reimplemented by
9422,Dynamite Nurse,5.56,https://boardgamegeek.com/boardgame/108341/dynamite-nurse,3.0,5.0,2.0,['Atsuo Yoshizawa'],"['Card Game', 'Fantasy', 'Medical']","['Deck, Bag, and Pool Building']",[],[]
9423,Anno Domini: Kunst,5.56,https://boardgamegeek.com/boardgame/18056/anno-domini-kunst,2.0,8.0,1.6,['Urs Hostettler'],"['Bluffing', 'Card Game', 'Educational', 'Humor', 'Party Game', 'Trivia']",['Card Drafting'],[],[]
9424,Race For Tunis,5.56,https://boardgamegeek.com/boardgame/4020/race-tunis,2.0,2.0,2.59,['Frank Chadwick'],"['Wargame', 'World War II']",['Hexagon Grid'],[],[]
9425,A Song of Ice & Fire: Tabletop Miniatures Game – Night's Watch Starter Set,5.56,https://boardgamegeek.com/boardgame/265039/song-ice-fire-tabletop-miniatures-game-nights-watc,2.0,2.0,0.0,"['Eric M. Lang', 'Michael Shinall']","['Fantasy', 'Miniatures', 'Novel-based', 'Wargame']","['Dice Rolling', 'Hand Management', 'Worker Placement']",[],[]
9426,How to Host a Dungeon,5.56,https://boardgamegeek.com/boardgame/38204/how-host-dungeon,1.0,1.0,1.91,['Tony Dowler'],"['Civilization', 'Fantasy', 'Print & Play']","['Dice Rolling', 'Line Drawing', 'Paper-and-Pencil']",[],['How to Host a Dungeon (2nd edition) (2020)']
9427,Outlaws: Last Man Standing,5.56,https://boardgamegeek.com/boardgame/204504/outlaws-last-man-standing,2.0,2.0,1.86,['Jérémy Pinget'],"['American West', 'Bluffing', 'Deduction']",[],[],[]
9428,DC Comics Dice Masters: Justice Campaign Box,5.56,https://boardgamegeek.com/boardgame/246895/dc-comics-dice-masters-justice-campaign-box,2.0,2.0,0.0,"['Mike Elliott', 'Eric M. Lang']","['Collectible Components', 'Comic Book / Strip', 'Dice', 'Fighting']","['Deck, Bag, and Pool Building', 'Dice Rolling', 'Variable Player Powers']",[],[]
9429,Pirate 21,5.56,https://boardgamegeek.com/boardgame/225000/pirate-21,2.0,6.0,1.33,"['Jeremy Commandeur', 'Franklin H. J. Kenter']","['Card Game', 'Pirates']","['Betting and Bluffing', 'Hand Management', 'Variable Player Powers']",[],[]
9430,OrcQuest,5.56,https://boardgamegeek.com/boardgame/211808/orcquest,2.0,6.0,2.0,"['Yoann Bugny', 'Thomas Maufroid']","['Card Game', 'Fantasy', 'Humor']","['Card Drafting', 'Hand Management', 'Take That']",[],[]
9431,Polizei-Alarm!,5.56,https://boardgamegeek.com/boardgame/43023/polizei-alarm,2.0,4.0,1.14,"['Kai Haferkamp', 'Markus Nikisch']","['Action / Dexterity', ""Children's Game"", 'Dice', 'Maze']","['Dice Rolling', 'Secret Unit Deployment']",[],[]
9432,Whirling Witchcraft,5.56,https://boardgamegeek.com/boardgame/335275/whirling-witchcraft,2.0,5.0,2.0,['Erik Andersson Sundén'],['Fantasy'],"['Simultaneous Action Selection', 'Variable Player Powers']",[],[]
9433,Tornado Rex,5.56,https://boardgamegeek.com/boardgame/3517/tornado-rex,2.0,4.0,1.15,['(Uncredited)'],"['Action / Dexterity', ""Children's Game"", 'Racing']",[],[],[]
9434,Ancients I,5.56,https://boardgamegeek.com/boardgame/6399/ancients-i,1.0,2.0,1.91,['William L. Banks'],"['Ancient', 'Medieval', 'Wargame']","['Dice Rolling', 'Grid Movement', 'Hexagon Grid', 'Simulation', 'Solo / Solitaire Game']",['Ancients (1986)'],"['Ancient Battles Deluxe: From Guts to Gunpowder (2008)', 'Ancients (1994)', 'Ancients II (1992)']"
9435,Traverse,5.56,https://boardgamegeek.com/boardgame/3313/traverse,2.0,4.0,1.97,"['Michael Kuby', 'John Miller']",['Abstract Strategy'],['Square Grid'],[],[]
9436,Pleasant Hill: The Red River Campaign,5.56,https://boardgamegeek.com/boardgame/5997/pleasant-hill-red-river-campaign,2.0,2.0,3.19,"['David G. Martin', 'Leonard Millman']","['American Civil War', 'Civil War', 'Wargame']",['Hexagon Grid'],[],[]
